Sentence	Firmware	Installation	Performance	Usability	Support	Sentiment
You may have a better chance of returning the item.	0	0	0	0	0	0
Amazon was simply unwilling to help me with this item.	0	0	0	0	0	0
Ive had this a month now and its still running great!	0	0	0	0	0	0
"I have my desktop pc and Xbox 360 hooked up through ethernet cables, and my laptop with a wireless N minicard."	0	0	0	0	0	0
"I noticed the most difference on my xbox where i used to lose the signal every half hour and drop me from a game, now its faster and i never get dropped."	0	0	0	0	0	0
My laptop works anywhere in the house with 5 bars of signal.	0	0	0	0	0	0
I would definitely recommend this to a friend.	0	0	0	0	0	0
"The only problem ive noticed, which isnt really a problem is the blue leds are so bright that they bacically act as a nightlight, so if this were in your bedroom it might be hard to sleep."	0	0	0	0	0	0
"Its not in my room so its not really a problem for me, just thought i would mention it."	0	0	0	0	0	0
"I actually got this at wal-mart for only $75, so i would recommend getting it there so you can easily return it if you have a problem."	0	0	0	0	0	0
This router fixed a nagging problem I was facing with my WGT624 v2 Netgear router.	0	0	0	0	0	0
All network pundits on the www opined about no relationship between a router and operating system (vista ultimate in my case).	0	0	0	0	0	0
I continued to face excruciatingly slow connection when connected and most times local connection (no internet) with my old router	0	0	0	0	0	0
I took a chance and replaced my Netgear router with this WRT160N and I now have a consistently fast connection (up to 5MBPS with cablevision) during downloads.	0	0	0	0	0	0
The more secure encryption scheme that this router provides in place of wep of my legacy router is also a bonus	0	0	0	0	0	0
"I had to reset all network devices (modem, router) and the desktop and some tweaking of the antenna on the desktop before the optimal connection could be obtained"	0	0	0	0	0	0
Overall I am happy with this router and would recommend this.	0	0	0	0	0	0
I bought this router to replace a Linksys G router because I could not get my wireless connection upstairs.	0	0	0	0	0	0
"First, this product and the adaptor did not install correctly on my laptop."	0	0	0	0	0	0
I had to pay an additional $10 for their tech to install it correctly.	0	0	0	0	0	0
"After much hassle, the product does NOT expand range and I still cannot get a strong enough wireless connection upstairs."	0	0	0	0	0	0
DO NOT WASTE YOUR MONEY if it is range you are looking to expand.	0	0	0	0	0	0
"After reviewing several router options I have chosen the WRT160N as my new router, actually my main point was to use the DD-WRT firmware with it, partly following several reviews here below and from several forum"	0	0	0	0	0	0
Once I received this router I tried to work with the CD provided but it had a problem to run	0	0	0	0	0	0
"No problem, I had installed some routers in my life and this one didnt take more the 10min to install including wireless configurations"	0	0	0	0	0	0
"immediately after installation I saw that I cant upgrade my firmware as this is WRT160Nv2 and it apparently uses Ralink CPU and not BROADCOM cpu - Ralink is not supported yet in open FW due to licensing :(In addition, it appears that there is degrading in memory capacity in the versions of the routers that goes by WRT160N!V1 - 32mbV1.1 - 16mbV2 - 8mbEven more annoying, Linksys do not have a web page for any version other than for v1!Although I didnt get the actual product I thought I am buying, I started using the wireless with my laptop while my desktop was connected to one of the LAN ports, the results:1) P2P software causes network disconnects (probably due to the fact linksys reduced the memory to 8MB only), I had to minimize the software configuration in order to stop the disconnects.2)Signal strength is ridiculous as it doesnt cover all my apartment which is not big."	0	0	0	0	0	0
- Update: I got some configuration advise from Linksys support to improve the signle:Change the Beacon Interval to 50Change the Fragmentation Threshold to 2304.Change the RTS Threshold to 2304- It increased the signal strength...	0	0	0	0	0	0
"I do not like this solution, as my apartment is small the defaults should have sufficed"	0	0	0	0	0	0
I might return this product to Amazon and replace it with a different wireless router	0	0	0	0	0	0
"Based on all other reviews, I am pretty sure that WRT160N V1 is a solid router (Good hardware & FW can be replaced) - if you order this one, make sure you dont get version 2 (at least until Linksys will have a webpage for it with new FW)"	0	0	0	0	0	0
This is a good product.	0	0	0	0	0	0
It works well and its easy to setup.	0	0	0	0	0	0
"To steal a line from Geico, Its so easy, even a caveman could do it."	0	0	0	0	0	0
lol  I also like the look of this router.	0	0	0	0	0	0
Its sleek and unique.	0	0	0	0	0	0
Ive had this router for a month now and its operation has been closeenough to advertised to keep me happy.	0	0	0	0	0	0
The unit is located in thebasement of our 3000 sqft daylight ranch house and reception is at two orthree bars throughout our home.	0	0	0	0	0	0
Thats with using G network notebookcomputers as we dont yet have any N devices.	0	0	0	0	0	0
I would expect receptionto be even stronger with that standard.	0	0	0	0	0	0
"At any rate, we can easily streammovies from upstairs at either end of the house"	0	0	0	0	0	0
I was surprised at the flexibility of the router configuration optionsfor the price we paid.	0	0	0	0	0	0
"If you are knowledgeable about such things asport forwarding, DMZ and optimizing for Bit Torrent or gaming, you willhave everything available to you thats needed"	0	0	0	0	0	0
"We were not impressed with the included router desktop software, though"	0	0	0	0	0	0
"It might be useful at times for troubleshooting or adding other wirelessdevices to the network, but for day to day operation its just not needed"	0	0	0	0	0	0
"I recommend installing it, then disabling it from running at startup."	0	0	0	0	0	0
Just use it when you think you need it	0	0	0	0	0	0
"If you use the included installation wizard on the CD, keep in mindthat you may need to power your modem off and on to complete theconnection to the router."	0	0	0	0	0	0
"If you get your local network up but haveno internet, try resetting your modem before pulling out all yourhair"	0	0	0	0	0	0
"All in all, a pretty good product for the low price."	0	0	0	0	0	0
If you would likefaster network speeds between your computers you might want to spenda bit more and get a router with Gigabit support through the wiredports.	0	0	0	0	0	0
But we find transfer speeds to be acceptable here for this level of expenditure.	0	0	0	0	0	0
I just replaced my D-link WB1310 router with this Linksys router.	0	0	0	0	0	0
It is the second Linksys router I have purchased	0	0	0	0	0	0
"It was soooooooooooo easy to install, took longer to load the CD than to figure out how to connect."	0	0	0	0	0	0
We had all equipment up and running within one hour.	0	0	0	0	0	0
The coverage in the house is excellent.	0	0	0	0	0	0
"I was worried that I would need to purchase the N adaptor to make my laptop work, but it is configurable with B and G capability."	0	0	0	0	0	0
All you have to do is follow the pictures and instructions on the CD.	0	0	0	0	0	0
Nothing difficult	0	0	0	0	0	0
I would highly recommend this router to anyone looking for ease of use and good value.	0	0	0	0	0	0
Just got this to replace an older netgear b/g router that served us well	0	0	0	0	0	0
Set-up was super easy [some mac reviewers complained about the wizard; linksys must have revamped their software].	0	0	0	0	0	0
Configuration is also available via browser.	0	0	0	0	0	0
"All CPUs on my network took easily to the new network, except one older legacy patchworked machine."	0	0	0	0	0	0
Linksys has an excellent on-line knowledgebase which regrets did not solve the problem.	0	0	0	0	0	0
I accessed their very user-friendly on-line chat.	0	0	0	0	0	0
I was up and running in no time.	0	0	0	0	0	0
The problem was [thankfully] operator error	0	0	0	0	0	0
Great customer service.	0	0	0	0	0	0
Using this router on my b/g network may be like using Hi-test gas in a car designed to run on regular [ie:overkill w/o much return].	0	0	0	0	0	0
But the price differential between a basic or MIMO b/g and this great deal was worth the upgrade.	0	0	0	0	0	0
And our network is only going to be generating greater demand as we move forward.	0	0	0	0	0	0
This router will [hopefully] keep us going for a few years to come.	0	0	0	0	0	0
Followed instructions on the CD to the letter... the router wouldnt connect.	0	0	0	0	0	0
I called Linksys Customer Service... Sahim finally said he couldnt help me.	0	0	0	0	0	0
I then called my ISP Tech Support and they had me humming in 90 seconds.	0	0	0	0	0	0
So far I like the router.	0	0	0	0	0	0
Linksys Customer Service is a joke though.	0	0	0	0	0	0
Call your ISP first.	0	0	0	0	0	0
What can I say?	0	0	0	0	0	0
Excellent product and the easiest wireless setup I have ever had.	0	0	0	0	0	0
Turned on the laptop after the setup and voila!	0	0	0	0	0	0
there it was	0	0	0	0	0	0
Highly recommend this for anyone as lazy as I am....just follow the directions on the EZ setup and you cant go wrong.	0	0	0	0	0	0
Bought this product because last router had to constantly be reset.	0	0	0	0	0	0
I hated uplugging it and waiting a half minute and then plugging it back in.	0	0	0	0	0	0
"It was a daily thing, by the way that was a lynksys WRT54G."	0	0	0	0	0	0
Have had this sleek machine for about a month and have not had to reset once	0	0	0	0	0	0
Was weary of the range but it works really well.	0	0	0	0	0	0
Im going through a total of 4 walls right now about 50ft away and im connected at 91%.	0	0	0	0	0	0
"When i installed program i had a hard time, took about an hour, thats not to bad though"	0	0	0	0	0	0
Im very happy with product so far and will update if any problems arise.	0	0	0	0	0	0
Bought this router to replace an old Linksys wireless G adapter and set it up with the identical passwords and permissions and could not utilize file and printer sharing on ANY of my computers after that.	0	0	0	0	0	0
Sometimes couldnt even see the other computers on the network.	0	0	0	0	0	0
Called tech support and they were rude and not very knowledgable beyond basic set-up and told me that it was a windows problem and not a router problem.	0	0	0	0	0	0
Explained SEVERAL times that it had all been set up properly and working on the old router.	0	0	0	0	0	0
Couldnt even ping the other computers on the network.	0	0	0	0	0	0
They finally told me to return it to the store just to prove to you that it isnt the router.	0	0	0	0	0	0
so I did and re-installed my old G router.	0	0	0	0	0	0
Wonder of wonders all of the file and printer sharing miraculously started working again.	0	0	0	0	0	0
Imagine that.	0	0	0	0	0	0
I am going to source another brand of router for my replacement.	0	0	0	0	0	0
"Looks cool, setup is simple, and works like a charm."	0	0	0	0	0	0
What else can I say?	0	0	0	0	0	0
"When I originally started looking for routers, I needed one that would send a clear signal across my house (I have 5 bedrooms)."	0	0	0	0	0	0
I had planned to hook up multiple laptops and an Xbox 360 to my network.	0	0	0	0	0	0
"I was looking for range, security, durability, ease of use and a clear signal all the time."	0	0	0	0	0	0
"I did a lot of research among different brands and models, but kept coming back to Linksys"	0	0	0	0	0	0
"Luckily, I have not been disappointed in the Linksys WRT160N Ultra RangePlus Wireless N router."	0	0	0	0	0	0
It has given me everything I was looking for going in.	0	0	0	0	0	0
Setup was a breeze with the help of the instructions and installation CD.	0	0	0	0	0	0
Encrypting my network was incredibly simple and my coverage has been excellent.	0	0	0	0	0	0
"And I love the design, since there are no wireless antennas."	0	0	0	0	0	0
It looks sleek and stylish on my shelf	0	0	0	0	0	0
I highly recommend this product!	0	0	0	0	0	0
"Should you purchase this router, you wont be disappointed."	0	0	0	0	0	0
this router is a real beauty!!!	0	0	0	0	0	0
it can hang on the wall and add to your interior deco while giving you awesome wireless link speed.	0	0	0	0	0	0
i have been using it for over 2 months and i dont have a single complaints.	0	0	0	0	0	0
it works perfect with my WUSB600N attached to my desktop.	0	0	0	0	0	0
the signal remains strong at over 200Mbps through concrete walls with my WUSB600N	0	0	0	0	0	0
i use it to connect my devices wired or wirelessly based on my mood	0	0	0	0	0	0
WinXP desktop (connects wired or wireless)Xbox360 (connects wired or wireless)linksys WVC54GC internet camera (connects wired or wireless)WUSB600N wireless adapter (connects wireless)D-link 10/100 fast ethernet switch (connects wired)its a really fine piece of computer hardware to have	0	0	0	0	0	0
Best Buy recommended this router to me.	0	0	0	0	0	0
Assembled everything as instructed and suddenly NO INTERNET on any of my laptops (Toshiba) or desktop (Dell)!	0	0	0	0	0	0
"After 45 min on the phone with someone call Summer who spoke D+ English, nothing had been accomplished."	0	0	0	0	0	0
Took it back for an exchange...DLink works just fine.	0	0	0	0	0	0
"This model has high visual appeal, so I was hugely disappointed when I couldnt connect to configure mine."	0	0	0	0	0	0
Id get another of the same except that my NIC (the laptops network card) no longer worked when I unplugged it from the router.	0	0	0	0	0	0
"It may be sheer co-incidence that it worked 2 minutes before I connected it to this router, and was damaged when I disconnected the router, but I dont want to take that chance, so Im staying away from this product for now."	0	0	0	0	0	0
"btw, Ive set up a couple other routers in the past, and didnt have problems with them."	0	0	0	0	0	0
Ive had this wireless router for about a month.	0	0	0	0	0	0
Easy to set up and basically no maintenance.	0	0	0	0	0	0
"I got this to enable wi-fi for my new iPhone 3G and after installing the router and configuring with the simple set-up software, Safari web browsing, Youtube videos, e-mail, etc."	0	0	0	0	0	0
all work as advertised.	0	0	0	0	0	0
There have been a several episodes where the iPhone couldnt connect.	0	0	0	0	0	0
One particularly frustrating episode was cleared up when I realized that the iPhones e-mail application got stuck in trying to open the wireless connection and would only release by terminating the iPhones app - I had to do some digging to learn that the iPhone has like a ctrl-alt-del feature which you do by holding the home button down for like 6-10 seconds.	0	0	0	0	0	0
I havent had this happen again since but the were a couple of times when I couldnt immediately open the wireless connection but I think its more the iPhones software thats not quite perfect and in any event I did eventually connect and by and large its now reliable.	0	0	0	0	0	0
I think the router is just fine and the coverage excellent - my next door neighbor claims having no trouble connecting to it	0	0	0	0	0	0
Update 10/21/2011: I ended up having so many problems with this router either not establishing or failing to maintain connections with my iPhone that it wound up in pieces at the base of the nearest wall.	0	0	0	0	0	0
I  then bought the much less expensive and the much simpler to set up and maintain Belkin Wireless N router.	0	0	0	0	0	0
"Wow, what a pleasure to just plug a thing in, spend moments to set up and then just forget that you even have a device that just does what its supposed to reliably."	0	0	0	0	0	0
Hats ff to Belkin for showing me what crap Cisco passed off as technology for the home user.	0	0	0	0	0	0
Been using this for little over 2 months now.	0	0	0	0	0	0
Got it as a replacement to older Netgear wireless G router.	0	0	0	0	0	0
"Set up was easy, range is much better than my previous router."	0	0	0	0	0	0
"Overall, was hoping for better coverage though."	0	0	0	0	0	0
"I have 2 laptops, both apple (powerbook and macbook)."	0	0	0	0	0	0
Live in 2 story house with the office in first floor corner which is where this unit is located.	0	0	0	0	0	0
"Signal if okay for the most part, but it does not cover the far end of the house very well._____________This is update to the review."	0	0	0	0	0	0
Ive had this since Sept 2008.	0	0	0	0	0	0
It works okay for the most part but sometimes my Mac laptops just cannot seem to pick up any signal.	0	0	0	0	0	0
I dont know if its the router or the laptops but the signal sometimes cannot be picked up for some reason.	0	0	0	0	0	0
It has nothing to do with location since I use the laptop on same location for the most part.	0	0	0	0	0	0
"Since I did not have this problem with my old router, Im probably gonna get a different router soon."	0	0	0	0	0	0
"I recently purchased a laptop with wireless capability and needed to buy a wireless router that had both wired and wireless capability to replace our old router running our wired network at home (two pcs, one mac desktop and one macbook pro)."	0	0	0	0	0	0
I purchased the Linksys WRT160N Ultra RangePlus Wireless-N Broadband Router based on the reviews I read on Amazon.	0	0	0	0	0	0
It has exceeded my expectations in every way	0	0	0	0	0	0
First it was stupidly simple to install.	0	0	0	0	0	0
I followed the instructions on the cd and that was almost it.	0	0	0	0	0	0
The software installs on only one of the computers (a big timesaver).	0	0	0	0	0	0
The only hiccup in the process was that I needed to reboot the modem once the router was in place so the computers could access a new IP address and the instructions on the router cd do not address that issue (and maybe they cant due to varying hardware requirements).	0	0	0	0	0	0
"The entire process took me about an hour, including a phone call to my internet provider to clear up the reboot issue"	0	0	0	0	0	0
"I am now happily working from my new laptop, sitting in my SkyChair in the backyard under the apple tree."	0	0	0	0	0	0
It is my new office.	0	0	0	0	0	0
"Connection speed is fast, even with the router in the basement and the laptop outside."	0	0	0	0	0	0
"I look forward to enjoying warm autumn days working without walls, enjoying the sunshine while it lasts."	0	0	0	0	0	0
Received product as requested.	0	0	0	0	0	0
"Have had problems with connection, but not sure at this point if it is the wireless router, vonage or comcast."	0	0	0	0	0	0
Router does allow faster connection to things such as printers.	0	0	0	0	0	0
Product used for College and Linksys has a great customer service staff if you have a problem with installaion.	0	0	0	0	0	0
"I followed the step-by-Step installation program, but the installation, however, had a serious outcome with my network--none of my three computers can communicate within the network."	0	0	0	0	0	0
The installation somehow reconfigured my home network (MSHOME) and I cant get it reconfigured.	0	0	0	0	0	0
which defeats the purpose of having a home network.	0	0	0	0	0	0
This is serious.	0	0	0	0	0	0
"I contacted Linksys, who stated they only provide help for internet connectivity issues, not networking."	0	0	0	0	0	0
I spoke with two techs who said they couldnt help with networking and that I should contact Microsoft.	0	0	0	0	0	0
"Past experience with Linksys was outstanding, but their service this time was poor"	0	0	0	0	0	0
The range is only slightly better than my WRT54G Wireless G router.	0	0	0	0	0	0
Dont expect any real improvement over a wireless G connection.	0	0	0	0	0	0
"I moved an additional 10 feet and one wall away, and I was out of range."	0	0	0	0	0	0
"I bought it to increase range, since my network is all G speed rated."	0	0	0	0	0	0
"Jeez, I had no idea this would be so much worse than my 4 year old N-router (which had the antenna broken recently by my cat!"	0	0	0	0	0	0
I used to have 4-bars on Windows Vista.. Now I have One and keep having to connect to to rejoin the network.	0	0	0	0	0	0
"Unlike some other reviews here, my experience was not favorable."	0	0	0	0	0	0
"I was only able to get it work with 2 of our 5 home office computers, even when used with supposedly matching Linksys draft N adaptors."	0	0	0	0	0	0
Wasted most of a day trying different suggestions from Linksys web site - which was basically a listing of users helping users!	0	0	0	0	0	0
Ive been setting up my own networks for many years and this was one of the most frustrating products Ive tried.	0	0	0	0	0	0
I returned this router and went back to an old reliable (5 years+) Linksys access point connected to a wired Vonage router.	0	0	0	0	0	0
Ive had this router running for about a month.	0	0	0	0	0	0
It works great.	0	0	0	0	0	0
I have it hard-wired to two computers that sit next to each other.	0	0	0	0	0	0
I use wireless with my new iphone	0	0	0	0	0	0
I had no problems setting it up and it works wonderfully.	0	0	0	0	0	0
I live in a condo and can even get my wireless signal via iphone while standing outside the building	0	0	0	0	0	0
"If you get a wireless router, make sure you secure the network with a passcode."	0	0	0	0	0	0
"While walking my dog around my condo complex, I see all kinds of unsecured wireless routers available to my phone."	0	0	0	0	0	0
The farther away you are are higher your speed....if you dont believe it try these routers.	0	0	0	0	0	0
Otherwise great router no problem with installation.	0	0	0	0	0	0
I have read reviews about people having difficult time with installation and most of them are mac users.	0	0	0	0	0	0
And its a better deal than buying a gigabit router which are good if you have extra cash to throw away.	0	0	0	0	0	0
I bought this product and hooked it up with no issues whatsoever.	0	0	0	0	0	0
Nice looking and no antenna sticking out/up.	0	0	0	0	0	0
The security piece is great and all PCs in my house have no trouble getting connected and staying connected securely.	0	0	0	0	0	0
"I gave this 4 stars because every once in a while it disconnects, which happened more often on the last 3 routers Ive owned."	0	0	0	0	0	0
Would definitely recommend this product to anyone in the market for wireless N.	0	0	0	0	0	0
"I bought this for replacing an older Linksys WRT54GL, which has trouble to reach a room at the other corner in my house."	0	0	0	0	0	0
"I have a Windows laptop, a Macbook pro, a linux desktop, and iPhone."	0	0	0	0	0	0
All of them are happily connected with this new router from any location in my house without any problem	0	0	0	0	0	0
"One thing I would like to mention:  During the initial setup, wizard does not work -- I suspect it is because my ATT DSL router uses 192.168.1.1 and by default the linksys router tries to use the same network for LAN."	0	0	0	0	0	0
"After I changed it to 192.168.10.1 for LAN on the linksys router (as I did for my older WRT54GL), now the wireless network works fine."	0	0	0	0	0	0
"This router works extremely well, and was incredibly easy to set up."	0	0	0	0	0	0
"I had no problems whatsoever with the setup, and the setup CD worked very well."	0	0	0	0	0	0
"I could have set up the router without it, but I wanted to see what the CD would do."	0	0	0	0	0	0
"No installation of software, just set up the router."	0	0	0	0	0	0
Running great so far with my MacBook Pro.	0	0	0	0	0	0
Our business building has 8 offices on 2 floors (metal-studs construction in all partition walls).	0	0	0	0	0	0
"Since we experienced some difficulties in receiving wireless phone (including cell phone) signal in some area inside the building, we were very concerned about using a wireless network."	0	0	0	0	0	0
"But amazingly, this small Ultra Range Plus can work nicely to transfer strong signals wirelessly across all offices.."	0	0	0	0	0	0
I have to start this review by admitting this router wasnt my first choice.	0	0	0	0	0	0
"After struggling with an old 802.11B router for a while, I decided it was time for an upgrade and went shopping."	0	0	0	0	0	0
"After a great deal of time and research, I settled on the Belkin F5D8233-4 N Wireless Router, an inexpensive Draft-N solution that got good reviews"	0	0	0	0	0	0
It worked well -- for about a month.	0	0	0	0	0	0
"Then, the router and my MacBook decided they were no longer going to play nice."	0	0	0	0	0	0
"My connection would drop every ten seconds, and sometimes it would fail to reconnect for hours on end."	0	0	0	0	0	0
"The Belkin, I decided, must be destroyed."	0	0	0	0	0	0
"I read the reviews on this Linksys model, and decided to go with it instead"	0	0	0	0	0	0
"Thankfully, this solved the problem with my MacBook."	0	0	0	0	0	0
"Indeed, I have that laptop and another MacBook Pro hooked up to the Linksys, both without a single connection issue."	0	0	0	0	0	0
"Other items on the network are a desktop PC, a multi-function printer, a VOIP line, two iPhones, and a Tivo."	0	0	0	0	0	0
All have behaved well.	0	0	0	0	0	0
"Better yet, the frequent power blinks we get here dont seem to phase the router -- after a brief power cycle, it gets back on its feet quickly"	0	0	0	0	0	0
"The range appears to be quite good, but I have to admit that my duplex isnt exactly cavernous."	0	0	0	0	0	0
"Nonetheless, Ive taken the MacBook and the iPhone well into the backyard, putting some distance and a couple of brick walls between the devices and the router, and have experienced no loss of coverage"	0	0	0	0	0	0
"Speed, unfortunately, is the only spot where Ive been less than enthused."	0	0	0	0	0	0
"Dont get me wrong -- its pretty quick, especially if youre accustomed to an 802.11B connection."	0	0	0	0	0	0
"However, the Belkin I first tried put this Linksys to shame."	0	0	0	0	0	0
"Well, when it worked, at least."	0	0	0	0	0	0
"It was blazing fast, and I found myself a little disappointed at being slowed down."	0	0	0	0	0	0
"I havent done any official tests for this, however."	0	0	0	0	0	0
"Moreover, the Linksys is plenty fast, and Im a relatively high-demand user, much to my ISPs chagrin"	0	0	0	0	0	0
"Setup is easy and, if its important to you, this router is one of the most attractive on the market."	0	0	0	0	0	0
"Better yet, I didnt have any MAC address issues like Ive had in the past with other routers (that is, Belkin)."	0	0	0	0	0	0
"Within 10 minutes, I was up and running, cursing Belkin and praising Linksys the whole time"	0	0	0	0	0	0
"All together, this router is a solid purchase."	0	0	0	0	0	0
"Reliability has been wonderful, and I can live with slightly decreased performance."	0	0	0	0	0	0
"If youre a highly wired weirdo like me, dont hesitate to buy!"	0	0	0	0	0	0
"I have been looking for a wireless-N router to replace my old Linksys wireless-G router for a while, and I saw this one, decided to give it a try (was thinking switch to D-link)."	0	0	0	0	0	0
"This router looks great and also works great, the wifi signal is reliable and stable and a lot faster than my old Linksys router, thanks to the Wireless-N, it also makes the LAN faster than before, so far I am very pleased with the router, and would recommend this product."	0	0	0	0	0	0
I was really excited to get this product as I thought it would speed up my network overall for legacy G devices while allowing my new laptop with the N adapter to use.	0	0	0	0	0	0
"Sadly, I was extremely disappointed by the performance."	0	0	0	0	0	0
"My old laptop, with a G adapter, immediately dropped link speed to 36 Mbps from 48 Mbps."	0	0	0	0	0	0
It doesnt bother me from an internet access point of view (as Comcast tops out at about 6 Mbps on average) but I have a network hard drive for which I would like to maximize the speed	0	0	0	0	0	0
"Even worse, after I had configured the Intel 4965 N adapter on my new laptop (btw you have to ensure the WRT160N is using WPA2 security with AES for the Intel Adapter to work in N mode!"	0	0	0	0	0	0
", I found that the maximum bandwidth possible was 130 Mbps and invariably, it was less than that - more like 78 Mbps."	0	0	0	0	0	0
The reason for that is apparently the N routers need to use both the 5.4 Ghz and 2.4 Ghz frequencies to provide speeds of 270 Mbps	0	0	0	0	0	0
"Yet even worse, for some reason the internet download speed through Comcast was far lesser - about 800 Kbps."	0	0	0	0	0	0
"If I disable the N mode on the laptop or the WRT160N, I got my original download speed of 6 Mbps but that was just not acceptable."	0	0	0	0	0	0
I tried a variety of options but could never find a right combination.	0	0	0	0	0	0
Others have stated that phones and other devices like microwaves might cause interference available but the funny thing is my phones are at 5.8 Ghz and the microwave is downstairs and far away and hardly in use	0	0	0	0	0	0
"The device does look good and fits with the furniture a lot better, but I think I will wait for a more solid device with compatibility issues ironed out and cheaper N adapters available for legacy laptops/devices."	0	0	0	0	0	0
Well well.	0	0	0	0	0	0
Never thought Id actually say this about Linksys but I have to admit this router is absolute trash out of the box.	0	0	0	0	0	0
I dont know what happened.	0	0	0	0	0	0
"Linksys used to be a very good company with quality products but, as everyone else has already pointed out, they cant program their new routers for the life of them."	0	0	0	0	0	0
So heres what happened:I recently went on a vacation to visit my dad for a few weeks.	0	0	0	0	0	0
"Knowing he didnt have wireless, I took my old router with me."	0	0	0	0	0	0
After I returned home I realized I left my old router at my dads place.	0	0	0	0	0	0
"No big deal I thought, I had been thinking about investing in a new router for quite some time and had been aching to see what kind of speeds Id get with a Wireless-N connection."	0	0	0	0	0	0
After much research I decided to get this.	0	0	0	0	0	0
Even after reading all the reviews on Amazon I decided to trust Linksys since theyd never let me down before	0	0	0	0	0	0
Got the router.	0	0	0	0	0	0
Plugged it in.	0	0	0	0	0	0
Was very surprised that it required no setup!	0	0	0	0	0	0
It detected my internet connection right away and my LAN started working even before I was half-way done through the Linksys setup CD.	0	0	0	0	0	0
I was liking it already.	0	0	0	0	0	0
Thats when the problems started.	0	0	0	0	0	0
"When I got to Step 4, the Linksys setup could NOT find their own router attached to my computer!"	0	0	0	0	0	0
I would always get the same message: Please check all cables are connected correctly and try again.	0	0	0	0	0	0
Since I was connected to the Internet I didnt pay it any more mind and cancelled the Linksys setup	0	0	0	0	0	0
I decided to setup Wireless next and went into the Router config page.	0	0	0	0	0	0
Linksys has a nifty button on the router itself to guide you through Wi-Fi Protected setup and I decided to give it a whiz just for the heck of it.	0	0	0	0	0	0
Followed instructions and waited 5+ minutes and the Wi-Fi protected setup tells me it cannot find the Router!	0	0	0	0	0	0
"When I accessed it from the router CONFIG page that I went to after going through the ROUTER itself even though I can access the Internet fine...Well, that aside, I setup the Wireless manually and sure enough it connects immediately."	0	0	0	0	0	0
I get blazing fast speeds as though Im connected directly through the ethernet.....for about 2 minutes.	0	0	0	0	0	0
Then its all over.	0	0	0	0	0	0
"I check the connection: Sure enough, connected through Wireless-N at 130 Mbps and the speed test says Im getting a measly 350 kbps downloads on a 6 Mbit connection."	0	0	0	0	0	0
I try everything possible and finally give up after a week after consistently getting a fluctuating wireless connection jumping between 0.5 - 1 mbps with having to reset the router at least twice a day because of connection drops	0	0	0	0	0	0
I decided to return the router.	0	0	0	0	0	0
Thats when I find DD-WRT thanks to a written review on Amazon.	0	0	0	0	0	0
I am ecstatic now.	0	0	0	0	0	0
Ever since I have installed DD-WRT this Router has been performing so brilliantly its absolute bliss.	0	0	0	0	0	0
I am now connected through Wireless-N and am consistently connected at 5.5 Mbps and have yet to do a Reset because of a connection drop	0	0	0	0	0	0
"I have decided to keep the router since its given me the faster wireless Internet I could possibly want, after putting custom firmware on it of-course....It just could be that I had a defective product but the number of bad reviews on Amazon leads me to believe otherwise."	0	0	0	0	0	0
"Its a shame that the hardware on this excellent product is so phenomenal yet the consistent bad programming at Linksys renders it absolutely useless...Im giving this product a One Star, because you shouldnt need to essentially hack a product to get it to perform what it is supposed to be doing out of the box."	0	0	0	0	0	0
"You may have better luck with it, I didnt."	0	0	0	0	0	0
I had to be frustrated out of my mind for a week and think Linksys...this is a Linksys product!Closing Remarks: This Router has by far the greatest piece of hardware I have ever had.	0	0	0	0	0	0
If it works that is.	0	0	0	0	0	0
"My advice is, buy it and then just put DD-WRT on it right away."	0	0	0	0	0	0
Pulled it right out of the box and it worked great.	0	0	0	0	0	0
"I had Comcast installed that afternoon, hooked the router right up and did the normal setup and did not have one problem"	0	0	0	0	0	0
The router seems to have a problem with the WMP300N network card but I will put the review on that side.	0	0	0	0	0	0
All three of my laptops get 5 bars and great speeds so I am placing the blame on the desktop card.	0	0	0	0	0	0
I bought this at best buy because it was the same price as amazon ($69.99) and I didnt want to wait for shipping.	0	0	0	0	0	0
"Setup was a breeze with my macbook, its the usual router setup with a disc...no problems at all."	0	0	0	0	0	0
"The range of this sucker is great, I get a high signal any place in my house."	0	0	0	0	0	0
"It also is very small, light, and looks sleek"	0	0	0	0	0	0
Great product for the price.	0	0	0	0	0	0
The only thing I wished it had was usb support so I could hook up my harddrives full of movies.	0	0	0	0	0	0
"But, I can just hook them up to my desktop and stream through the network anyway, so not a big deal"	0	0	0	0	0	0
"EDIT:  After 1 year of use, I now get total crap for range!"	0	0	0	0	0	0
I can only get a good signal if im right up next to the damn thing.	0	0	0	0	0	0
What a POS!	0	0	0	0	0	0
Bought this product and have had no poblems with it.	0	0	0	0	0	0
I am not super techy and I just needed it to use my new laptop around my house.	0	0	0	0	0	0
I get internet connection upstairs and downstairs.	0	0	0	0	0	0
I had a small problem  at upstart but a quick call to support and they walked me through rather quickly.	0	0	0	0	0	0
Very pleased with this product.	0	0	0	0	0	0
The Ultra RangePlus wireless-N Router is a very high quality product.	0	0	0	0	0	0
Vastly increased speeds over Wireless-G Routers due to the dual band transmissions with the N router.	0	0	0	0	0	0
Increased range and penetration through interior structures and to outside porches and patios.	0	0	0	0	0	0
I purchased this router recently.	0	0	0	0	0	0
It was very easy to install and works wonderfully.	0	0	0	0	0	0
