Count,NewDate,Model,Rating,HelpfulYes,Helpfultotal,Date,UserID,Title,Review,
546,XX,B005O55U2Y,4,8,9,12-Mar-12,A2VXAD01MZ7N12,Pleasantly surprised with Mac compatibility,"I fear this review might get lengthy, but I really wanted to give good information I myself was looking for online before I made the decision to purchase this printer.I'm a Mac user.  I had a series of Canon multi-function printers (MX860, MX870, MX882) over the years until a couple of weeks ago when the MX882, like its predecessors, inexplicably died.  Frustrated with Canon printers and the way they guzzle ink and are flimsily built, I decided to rethink my choice of Mac compatible printers and examine all of the readily-available units on the market.I like the concept of an all-in-one, and being a home user who only occasionally prints photos, scanning is more important to me, and needing an automatic document feeder (ADF) has proven to be more useful than I thought, so that was an important feature in my purchasing decision.  While there may be better photo printers out there, with specialized inks (gray, etc.), this unit has the standard 3-tank CMY color inks, but since I print photos so infrequently I would likely be just as happy with a good quality 3 color ink printer.I already have a Brother duplexing b/w laser printer on my network and love it.  My printing is more black-and-white anyway but occasional color and scanning is important.Things I was looking for: solid Mac compatibility (with OS X Lion).  Air Print compatibility (if possible).  Ethernet wired connectivity (don't care about WiFi).  Network scanning.  Automatic duplex printing.The Lexmark units looked good on paper, but apparently suffer in Mac compatibility department.  So too Epson, apparently.  Wouldn't go back to Canon (which seems to offer the best Mac support and Mac compatible software suite, even with OS X Lion).Ultimately I chose this printer.  So far, I'm really happy I did.Let me get this out of the way immediately - it comes with 4 'starter' inks.  I don't know how much I'll be able to print with them before having to buy new cartridges, but separate ink tanks for black and colors is an absolute requirement -- and I like the idea of being able to use 'XL' ink cartridges, which should be good for about 700 color pages of output and up to 2,000 b/w pages.  The other thing that isn't optimal about this unit is that the scanner technology is CIS, not CCD.  CCD in my opinion produces much higher quality scans, but units that have CCD scanning sensors in them cost a lot more money (Canon MG8220 for example).Setup -- quite easy...  Ahead of time, go buy some decent printer paper.  Better quality than the stuff that is  coarse recycled general purpose copy stock.  My local office supply depot had 625 sheet high brightness quick dry paper for inkjets for four bucks a pack.  Snap in the duplexing unit on the back, snap in the four starter inkjet cartridges, use the touch screen to walk through the setup process, and you're up and running.  If you're a Mac user with OS X Lion, don't use the included CD, they tell you not to, instead download the install disk image from HP's website and go from there.  It went well, quickly, and it works great.Features - quite good.  You configure the printer for network scanning by configuring computers you want to be able to save the scans to across the network.  Configure the computer name, the share name, the id and password to use, and it's good to go.  I configured my home NAS as one destination, my iMac as another.  Also configure the printer to be able to receive e-mail from anywhere in the world and it will print the e-mail and any supported attachments (you can limit who it's allowed to print e-mail from).  Also configure your printer to scan and send e-mails right from the printer.  There's so much you can do right from the printer without needing a computer.  Plug in a supported memory card or USB thumb drive and print photos right from there.  Scan to USB thumb drive or memory card.  Print from your iPhone or iPad using AirPrint.  It all works really well so far.The scanning software included with Lion can work with this printer right over the network.  HP also includes  scanning software that lets you do similar activities.  You can also download 3rd party scanning software like VueScan which I tried for grins, it works great with this scanner.Really, unless this thing demonstrates flaky behavior or that it guzzles ink like the Canon did, I'm really sold on it and couldn't be happier with my purchase.  I really expect that once I buy the XL black cartridge, I will make this my primary printer and maybe put the networked laser printer out to pasture.One note, it's kinda big...  The ADF sits tall on top of the unit and to scan you need to tilt the document cover (including ADF) back to access the scanner glass; make sure you have clearance above and behind.  Oh, and the scanner glass is legal size (8.5 x 14).",
547,XX,B005O55U2Y,5,4,6,12-Mar-12,AKMWKYH0J77HU,Epson or HP,"I sent 1.5 hours comparing the scanning, print quality, and print speed of numerous 200+ dollar printers.  It came down to Epson and HP, namely the Epson 845 and HP 8600 pro plus.  I'll make this easy, the HP is the way to go.  The only strength I could find on the Epson is retail pricing, but HP discounts are so strong that you can get a HP 8600 pro plus for 17 dollars more then the Epson 845.  The Epson at Micro Center would print horizontal lines on copies and scans, the HP has much less of this(but there were noticeable horizontal lines).  The HP prints much faster, period. They both take extra large ink tanks as an option.  I have never seen faster ink jets then the hp in this price range.  Yes, Epson claims it is faster at two sided, but it is marginal, in fact I would say that it is pure marketing of taking your one mild advantage and strongly touting it.  The HP 8600 are very solid, don't have flimsy paper trays, and have one killer app that makes this a no decision....apps.Most of the apps are worthless, however, some apps, like the ability to to scan directly to google docs, are, if you use google docs to run a paperless office like me, a dream come true.  Plus there will be more apps in the future.  The apps are very robust, especially with the color touch screen.  Also, the printer updates its firmware over the net and it pretty quick about it.  I don't know if or how Epson 845 compares.The wireless integration between computer and printers is seamless and very easy to setup, I don't know how the Epson compares, but it can't be any easier then HP.  The packaging on the HP is the smartest I have seen, the printer is in a bag that you can easily lift out of the box.  It is a very considerate feature and makes getting the printer out of the box quick and easy.The Epson has a few notables strengths, price, the fact it flips the page back to face up on two sided scans (at least it seemed to do that), and less confusing naming.  HP has a 8600, 8600 pro, 8600 pro plus, and 8600 pro plus premium.  Its crazy, and the prices are all over the place.  I was willing to pay 300 for the pro plus but then it went on sale for 225 at BB, its 217 here.  If you are worried about $50 between printers then don't by a printer, the ink over time is what kills and the 50 you save will be nothing compared to the 200 in ink with even light usage, at least these printers have XL tanks that save you roughly 50% over time which is huge given the cost.  The key is to find deals on ink, and oem ink is the way to go if you can.So I give the HP 5 stars, and the Epson 3.  Its good enough, but does not match the HP line in software sophistication, quality of construction, and speed.  The level of innovation in the HP is really shocking at this price.",
548,XX,B005O55U2Y,5,1,2,12-Mar-12,A34BQSLKAQ87BM,I love this printer,"This is the 3rd HP printer that I have owned.  Each one better than the previous one.  This printer is great.  There are many features, some of which I have not tried.  It prints super fast.  I love that you can feed the paper from the top or from a tray.  The 2-sided printing feature is the best, and I really appreciate that when you are printing several pages it automatically collates....great, great, great.Scanning, faxing....everything you need.",
549,XX,B005O55U2Y,5,0,0,11-Mar-12,A39FE6BMQ6UKQF,LOVE THIS PRINTER,"WOW!!!  This machine is absolutely FANTASTIC!  I've had 4 other multi-function inkjets years ago and 4 different laser printers in the more recent past and thought lasers were the best.  Wow, I was soooo wrong!!!This multi-function inkjet prints WAY BETTER than I ever imagined it could and I don't think I will ever go back to cheap inkjets or expensive lasers!This was simple to install!  Updates come in to my email and when I click 'yes' to install, it does it automatically!It prints on both sides of the paper and is FAST!It has a touch screen on the front, all functions work as described, and I just can't say enough about how happy and proud I am to own the wonderful officejet...WOOHOO!!!",
550,XX,B005O55U2Y,2,0,0,11-Mar-14,A27D8B9PYULN40,Won't print magenta,"I purchased this printer through Amazon Warehouse Deals as a &#34;used - very good condition&#34; printer. It obviously had been defective from the beginning as the previous owner left a book with a picture of a red apple on the copy glass - presumably testing the ability of the printer to print red. Even after following HPs troubleshooting steps (and wasting expensive ink in the process), the magenta never worked. I tried it with the ink cartridges that came with the printer and again with brand new ones I had purchased. Thankfully I was able to easily return the printer. I ended up purchasing another Officejet Pro 8600 (just not the Plus model, as I decided the extra features weren't worth the additional money) because I didn't want to waste the $140 worth of ink I had purchased and opened. To my relief, the new printer seems to be working flawlessly.I didn't test everything else on this printer as it seemed pointless with the magenta not working.",
551,XX,B005O55U2Y,5,0,0,11-Mar-14,AG22RDF9ADKP7,exceeds expectations,"great features; all the expected and more, including printing from my I Phone.My experience with HP products has always been very positive.",
552,XX,B005O55U2Y,5,0,0,10-Mar-14,A2G8WP6673OOAR,HP Officejet Pro 8600 Plus e-All-in-One Wireless Color Printer,"Overall, a great product!  Very easy set-up, and wireless capabilites are awesome! Highly recommend this printer for all of your print, copy, scan needs!",
553,XX,B005O55U2Y,4,1,1,9-Mar-14,A657YYBMV930X,good printer and easy to use,"My only complaint is how short a time before the ink is gone, and unless you choose best printing, streaks can occur on glossy prints.",
554,XX,B005O55U2Y,2,0,0,7-Mar-14,A3OOI0P07U0F2C,fast print but really lousy color images,prints fasteasy to set upquality of color images on prints is not good at allwe had a lexmark - ink was outrageousshopped around to get a replacement - we chose this one after looking at many models/brandsdisappointedwish we had gone with another model.,
555,XX,B005O55U2Y,5,1,1,7-Mar-14,A5ZBVVNA3FMJ7,Best printer/scanner I've ever owned,I love this printer. It prints quickly. I do not have to replace the ink often. It scans well on the screen and the document feeder. It's also great for small amounts of copies. Would definitely recommend. I use it for my home business.,
556,XX,B005O55U2Y,5,0,0,6-Mar-14,A3B55CIAJBA2FP,Unbelievable low price,I bought this printer for $100 less than any of the local retailers. It was delivered in the original factory packaging in perfect condition. Easy set up and it prints high quality prints.,
557,XX,B005O55U2Y,5,0,0,6-Mar-14,A2PBS90MV5K413,Excellent For The Money,Easy set-up - has every feature that was on our wants/needs list. Very pleased with this home/business printer.  I think you'll like it too.,
558,XX,B005O55U2Y,5,0,0,6-Mar-14,A25IPC4IJZFK8A,A Winner!,"It does what it is supposed to quickly, efficiently and flawlessly. I am very pleased with it overall and its rating as a business class printer is well deserved.",
559,XX,B005O55U2Y,4,1,1,6-Mar-14,A1N1KVQ05OINEW,HP Printer,"So far it has been a good printer. I like the duplexing feature on it. It has a tendency to skew the originals at times, but outside of that it is not bad.",
560,XX,B005O55U2Y,5,0,0,6-Mar-12,AYRQ1MHQAS2PN,Great printer at a great price,"The new HP 8600 Pro is easy to set up, easy to use, and produces great print copy. The color copies are great and the black print is very crisp and clean. I purchased it specifically for it's ability to print double-sided and I'm very pleased with the results. Initially, I could not decide between the Epson Artisan 725 and the HP 8600. The Epson will print onto CDs & DVDs (which the HP apparently does not do) and the HP prints double-sided (which the Artisan does not do). I have been very pleased with my selection of the HP 8600.",
561,XX,B005O55U2Y,4,0,0,3-Mar-12,AGP4TX2QIED4N,HP Printer,"I was surprised when the printer arrived in the size, but once we got it set up it was Great.  I like the speed at which  copies are produced, love the top feed feature.  It is really nice when you have packets of materials to copy.  The 250 sheet paper tray is also great. I am a big fan of the back to back feature that allows the printing to be complete without having to reload the sheet into the machine.  The running of the machine is very easy as all of the prompts on the work panel are clear and the touch screen systems is easy to us.  However, it is up to you to take time to read the inclosed materials if you allow yourselve to get everything out of the machine.",
562,XX,B005O55U2Y,5,0,0,2-Mar-12,AY5O8EZ6M3UTJ,Great printer,"This printer does everything.  And emailing to an address to print something is great.  It even works if you send attachments and pdfs.  I can print easily with my phone.  The best is how long the cartridge lasts.  I've printed hundreds of pages already, and the ink level has barely gone down at all.  The only downside is this printer WILL NOT accept card stock.  I wanted to print business cards and tried many times, and it will not take in thick paper.",
563,XX,B005O55U2Y,3,6,7,29-Feb-12,A1VDJJOAWTB04Q,Seems OK.,"Just bought this printer from Costco.  Set up was easy.  Connected to the wireless w/o a problem, and no problems installing to computer.  This came 'bundled' and i'm not sure what extra that gets you.  Maybe a few cords, but if you are going wireless, you don't need them.Pros: Like the both the scan to email and sending the printer an email from my iphone and it printing the document.  Quite nice features.  Printing seems decent.  We print a lot of color brochures and it is about the same quality as our old hp6480.  Didn't see much color difference between normal and best though.  Not as rich color as say a laser or probably some of the better photo printers.Cons: Scanner is not great.  Have to be at at least 200 dpi for it to come out clear and that puts one page at round 1MB.  We are using this for our real estate biz, and will not be able to scan a 20 page contract and actually email it to someone, since it would be 22MB.  Currently can not refill ink at costco.Still a little up in the air about whether we are going to keep it.  I think if you are planning to use this for home use, it would work just fine (my parents have one an love it) but if you are planning on doing a lot of scanning look else where.",
564,XX,B005O55U2Y,1,72,83,26-Feb-12,A1AD3P1WTHVUZM,DO NOT BUY THIS PRINTER,"Just got off the phone with HP support because my 5 month old 8600 has been leaking ink as fast as I can put more in. They have no fix for it and the customer service rep said '2-3 printer out of every 100 are defective, you just got one of the defective ones' and offered for me to buy a 200$ replacement printer! Horrible customer service- and defective product!! Look at complaints around web before buying- this leaks ink!",
565,XX,B005O55U2Y,4,0,2,25-Feb-12,AXY7LLJWMXEV6,A Good Value for the Money!,"Overall, I am happy with this printer. I got it for a good price and the print quality is very good. Set-up was painless and I am able to print and scan easily. My only two complaints are:1. The initial print is slow. Once it gets started the speed is good. But the delay between when I press 'print' to when it actually prints lags a bit.2. My other complaint is that it will not print card stock...at all. I had read this on a few other reviews but I don't need card stock often so figured it wasn't a big deal. When I asked the salesman about it at Office Max, he assured me that was only if I was printing 10 or 20 card stock pages at a time. He assured me that it would not be a problem if I were just to print a few at a time. However, as I tried to print one single sheet of card stock today, it would not print. It kept telling me I was out of paper. As soon as I removed that one card stock sheet, it printed without a problem. So, if you need it to print card stock, this is probably not a good option. Other than that, I think it is a good printer!",
566,XX,B005O55U2Y,1,110,121,25-Feb-12,A1ZAA98IGBCIAH,Broken within two months,"Within two months of purchase, the touch screen does not funtion, thus can not use copy, scan or fax funtions.  Only option is to print from computer.  After contacting Hewlett-Packard, they were only willing to ship a re-conditioned printer to replace the new printer that is only 2 months old.",
567,XX,B005O55U2Y,5,1,2,25-Feb-12,A3Q12NUZUM5ECC,"Sensational Printer, Glad I Waited!!!","A year or so ago my Officejet 7210 was showing its age but was still doing a good job.  So I looked at an OJ Pro 8500. The reviews we so bad I decided to wait for HP to re-engineer out the problems.They did a great job with the 8600. It is a very nice upgrade. Much more solid feel that the 7210 and with more features.I have nothing but Macs and contrary to some reports, the thing sets up and performs flawlessly on Snow Leopard.NOTE: Never use a supplied software on new hardware. Always go to the manufacters website for the latest download.  There is also a special update for Lion as well.The touchpad is like all the recent ones from HP. Not as forgiving as the iPhone/iPad.Pros:- Solid Feel to all the plastic parts.- Setup is a breeze on a Mac- Embedded Web site on printer- Flexible networkingCons (maybe):- Touchpad - it's fussy and will it last.- Cost of Ink.",
568,XX,B005O55U2Y,1,21,25,24-Feb-12,A2ZA0ZZ9WJ1VO7,Only For Plain Paper... and Ugly,"Not only does the paper feeder jam when using any thicker stock, but there is no single-paper feed. The tray must be fully removed to change papers, unlike every other printer I've ever had. This makes printing just a few pages on a colored paper a giant hassle. Photo paper causes the machine to think it is out of paper. HP message boards are full of unresolved questions about this problem.Also, it is LOUD. Plus, kinda big and clunky. It looks like Darth Vader is sitting on my desk. If you are an Apple user, be warned that this will look hulky next to your sleek well-designed components.",
569,XX,B005O55U2Y,1,54,62,22-Feb-12,AIVQRROZCNPYI,HP Officejet Pro 8600 Plus,Bought this predominantly for scan to email capability and network set-up was relatively easy. I have had it for about a month and the automatic feeder has stopped working.....it pulls in the document but screws it up and spits out so that the scanned version is unreadable. I have tried feeding pages one at a time and still the problem occurs. I used a lubrication sheet to loosen up the feeder to no avail. It's going back and I am getting a Brother.,
570,XX,B005O55U2Y,5,0,0,21-Feb-12,A281GBYL17QV3C,Great printer,"As usual, I did a lot of research before buying this printer and I couldn't be happier.  My 3 year old Canon MX700 crashed when I put in new ink cartridges (official Canon cartridges) and Canon reps were very easy to get on the phone but were unable to fix it.  So having just invested in 4 new cartridges, I asked Canon if there was another printer that would work for me using the same cartridges.  Answer was no.  Prior to this I loved the Canon printer but didn't like the fact that in 3 years it died, so I went back to looking at HP printers.  This one had great reviews and Amazon.com had the best price so I got it.  I highly recommend it.",
571,XX,B005O55U2Y,4,0,0,17-Feb-12,AT0GUPXOGO440,Great small business printer,"Easy to set up with supplied software. I have another computer that has a broken CD drive. I was able to instal the software online, no problem.The only thing I have not figured out (which I have not tried very extensively) is how to print via email, or from my Iphone.",
572,XX,B005O55U2Y,1,42,47,14-Feb-12,A2MVVYN8ZECTN2,A disappointment vs. its predecessors,"I have set up and used HP Officejet 7700's, 8500's and now the 8600 Officejet Pro Plus.  This product line seems to be getting worse, not better.The 7700 was a good all-in one that scanned quickly and was easy to set up on a wireless network.The 8500 had some network setup issues initially but worked OK after that.The 8600 printer itself is fine and connected to the network easily.  But, the print/scanning software distributed with the printer (different from the software packages for the 7700 and 8500)is terrible and even though the diagnostic said everything was fine there were network communication issues.Now that I finally got the PC and the printer communicating over the network after wasting about 4 hours, the SCAN SPEED of the 8600 scanning at 200 DPI is about 1/4 of the scan speed of the 7700 scanning at 300 DPI!  I am hoping HP will issue a software update to correct this serious deficiency, because the 8600 is essentially useless otherwise for scanning multipage documents.",
573,XX,B005O55U2Y,3,141,154,13-Feb-12,A2T20U4EOLKWES,wont feed costco (kirkland) photo paper,"If you do not plan to use any NON-HP photo paper,you can stop reading here.I initially was so pleased with this printer:1) easy to install/setup.2) very fast.3) duplex printing.4) wireless.5) etc...UNTIL... I tried printing photos.I have two type of photo paper Home:1)Genuine HP 'Arm&Leg cost' photo paper.2)The very popular Costco (kirkland) premium photo paper.I had no problem with the HP paper.The only way I managed to have the printer feed the kirkland paper,was by sticking a piece of masking tape (as found on a forum), on theback of the paper. This gave enough grip to the picking roller, tomake the paper work with this printer.The same paper works flawlessly in other HP printers and other brands.If you plan on using this printer for photo printing without using HP photopaper, I suggest you to google 'hp 8600 will not feed photo paper'Feel free to share your experiences (successful or not) with me.Ben",
574,XX,B005O55U2Y,1,8,10,12-Feb-12,A14UMLDGVEJH42,Won't start.,Not much experience with machine's performance because after a few days it wouldn't turn on. Worked fine the first few times but the on/off switch became iffy. Finally would not turn on at all even with a different power cable and/or outlet.,
575,XX,B005O55U2Y,5,1,2,12-Feb-12,A3G8TISV49JIZQ,"Intuitive installation, welcomed ergonomic changes.  HP has finally gotten it right!","Installation was intuitive.  Just follow the instructions on the LCD, and you're good to go within 10-15 minutes.  It recognized my wireless connection without a hitch.  I was impressed with the left side compartment, its new ergonomic design allows for the replacement of the cartridges without the need to yank up the base of the printer.  The additional screen real estate on the display is a welcomed change to the 2.45' one in my previous HP 6500a; everything is so much crisper.  I've only used it for basic printing tasks thus far, but I'm pleased with the quality of the print-outs.  Its boot up time is slightly less than my old printer, but not by much.All in all, I'm very satisfied with my purchase, and happy HP finally got it right!",
576,XX,B005O55U2Y,4,2,3,10-Feb-12,A33P6IHYM5URP3,Good value for the money,"Suprised at the the quality for the money.  Mainly wanted it for scanning.  Like the ability to scan and email directly from the control panel on the scanner.  Unable to setup newtwork scan to server properly, however did not spend that much time on it and do not really need it.  Able to scan direct to different computers on network fine, just not a shared network folder (not critical to us & could be a firewall issue on our end).  Have bought many HP printers and scanners and generally the equipment we spent over $600 for we have been please with.  However the equipment under 300 have not been happy with, until now after about a month of usage.  Have not printed much on it but seems to function fine.  OCR that comes with it works ok but not great, they want you to buy a premium version if that is something one needs (I do not).  For scanner (connected via network) and backup printing I highly recommend.",
577,XX,B005O55U2Y,4,3,3,9-Feb-12,A4AN5PLAO0XS9,Gets the Job Done,"Inexpensive. Very simple to set up & operate. Easy to use controls with lots of optimizations. Large and bulky but still visually appealing. Print/scan/copy quality is excellent and fast.HP alerts are a bit annoying for every time they decide to make an update. The tray HAS to be pulled out when printing pages, otherwise printouts will fly all over the place. If there's not that much paper left in the tray (like 10 pages), the feeder grabs them all and causes a paper jam every time, so keep an eye on the paper levels.Other than that, excellent buy. Gets the job done :)",
578,XX,B005O55U2Y,1,1,4,9-Feb-12,AT8Z0RZ4DR8HU,Stay Away From HP,"The printer will not print the left side, of an envelope using Word on my Mac. Part of the return address is cut off. In Excel the right side of the page doesn't print. Both envelopes and Excel files print perfectly on my older Canon IP 6000D and Canon MP 620. Tech support at HP is useless. They are unfamiliar with their own products and how or if they work with popular software.  That's why I say stay away from HP.  This printer will be returned.",
579,XX,B005O55U2Y,3,29,33,6-Feb-12,A8AAT1K52D7YO,Fine for plain paper printing,"This printer was easy to set up and it did a nice job with B&W and color prints on plain paper. It was really fast, especially in draft quality. It did a nice job copying double-sided documents and printing them double-sided. Our problem with the printer was that it would not accept paper any thicker than plain paper. Paper as thick as an Avery business card stock or any of those types for special purposes would not feed properly. We returned the printer because we use the thicker paper stock often.",
580,XX,B005O55U2Y,1,83,96,6-Feb-12,A1E7UDQO4ZWQLA,Can't Print in BLACK When Any Color Cartridge Runs Out,"Printer was doing just fine until a color cartridge ran dry. Can't even print nor can you copy BLACK ONLY unless you replace the depleted color cartridge.Looks like HP is in the business just to sell ink cartridges, not reasonably engineered printers.  And by the way, this happened while I'm waiting forthe order I placed with HP for the color cartridge combo pack, so can't run out and get a fresh cartridge without spending additional bucks.",
581,XX,B005O55U2Y,1,52,61,3-Feb-12,A3H0R12CSPT1P4,HP Cust. Serv. is a nightmare!,"AVOID HP Printers:This printer has so many issues.  I probably have spent 5 hrs. trying to get help; stupid or what?Finally when I do get a real person they either transfer me, give me a new number to call or`say' they'll have someone call me right back.Today I began trying to get help at 11 am and it's now 5:32.  I have spoken today with 4 people but I'm still waiting for someone to call back with help.Now I'm trying the number again with the extension they provided and I've listened to music for 35 minutes.4:20 A case mgr. who isn't a teck calls.  Absolutely no help, another half hr. waisted.  Called general teck. and after he checked how to do scan to printer for about 30 min.-he tells me the features on HP printers don't work with Mac anylonger.  Could it get worse?  Do I get an award for patience or stupidity?Printer purchased from Amazon, (thankfully), and it's coming back.",
582,XX,B005O55U2Y,5,3,3,2-Feb-12,A2DMTOLHFOVUS0,Workhorse,"Love this printer. Setup was fairly simple. I was able to get it up and running within 30 min and have my 2 desktops, laptop and Ipad able to print from it on the network. I have not had an issue with cardstock and have printed quite a few invitations as well as documents with this printer. While it is large it's not overly so and was able to fit on the cabinet that housed my old printer.My one complaint is that the paper flies off the printer while printing. I solved for this by pulling out the tray for legal paper",
583,XX,B005O55U2Y,5,1,2,31-Jan-12,A2ZINZL7F0BX81,So far it's GREAT,I purchased this printer to replace a Dell peice of junk that they would not sell repair parts for. It is fast and prints very nice. In case your wondering the Printer I replaced was a V715W,
584,XX,B005O55U2Y,5,2,2,30-Jan-12,A1Z3RJGXWFU64X,Couldn't be happier!,I purchased the HP Officejet Pro 8600 Plus E All-in-One about a month ago.  I was looking for a new machine that was wireless and had good speed to it.  The touch screen is very nice and the set-up was very simply.  I was a little nervous about setting up a wireless device but when you just follow the on-screen directions the HP did all of the work for you.  I would not hesitate if you are looking for a device that does all-in-one and is wireless.  I also got a great price from Amazon and it shipped quickly.,
585,XX,B005O55U2Y,5,11,12,29-Jan-12,A1Y63D3LSDSTW0,HP 8600 Plus,"This printer is out of control.  It is off the hook.  I was getting so tired of HP electronics that I almost didn't order this thing.  But let me tell you emphatically, I am beyond happy that I did.  When I first got it, I let it sit for two weeks in the box because I was so busy but the HP it was replacing was dying a slow death.  I finally hooked it up last week and WOW.  AWESOME would be a major understatement.  The connection to the internet is awesome.  The speed at which it prints is astounding.  The quality of the print job is excellent.  The ease of hooking the whole thing up, putting in the ink--you name it, was all easy to do.  It looks sleek and super stylish all the features, Copy, Fax, Scan and Print (including double sided) work like a charm.  The only thing I haven't figured out yet is how to get something from my smart phone to print to it yet but that's next on my list.  I would HIGHLY suggest this printer for the office or home.  I can't believe I only payed just over $200 for this printer.  HP is now back on my Happy List.",
586,XX,B005O55U2Y,5,332,338,25-Jan-12,AR6QTTIQ7P4DV,Excellent economical multi-function machine,"I'll start by saying that I think this is an excellent machine.My journey of buying a multi-function printer started with purchasing an HP Officejet Pro 8500 all-in-one.  This was a top-rated machine, and I was excited when it arrived.  Unfortunately, the particular 8500 that we received, although easy to setup, jammed constantly.  After a week of jamming headaches, I headed online to Amazon to arrange for a return.  When considering a replacement, I saw that the 8600 series OfficeJet printers had arrived, so I needed to consider them as well.  At only about $25 more than I had paid for the 8500, I took the plunge.The first decision with the 8600 was which of the three models to order.  The basic model was quite attractively priced, and has features similar to the Plus and Pro models.  The Plus model's big advantage (in our case) was the larger display.  Other features separating it from the basic model are the larger automatic document feeder (50 vs 35 sheets) and a slightly faster print speed (20 vs 18 ppm black and 16 vs 13 ppm color, according to the HP website.)  Had we upgraded to the 'Premium' model, we could have added an additional 250-sheet paper tray.  The Premium model might be appropriate for a small workgroup which does does lots of printing, but in our case, would be extreme overkill based on our printing volumes -- one ream of paper can last us many months!Display: This printer went to my mother-in-law's house - and she's not the most tech-savvy consumer.  We chose the 'Plus' model because of the larger display - and it was a great choice!  The display is great - large, bright, and intuitive.  My mother-in-law has no problem completing most tasks and following the very good on-screen video instructions.Configuration: The printer was easy to configure without even connecting to a computer using the on-screen display to connect to the wi-fi network.  In all, it probably took about 10-15 minutes, most of which was allowing the printer to complete its self-configuration checks and print head alignment.  The software was easy to install on the computer, and the computer was able to discover the printer on the network almost instantly using the drivers on the included CD-ROM.Printing: Print quality is quite good and very fast -- the last time I purchased an inkjet printer was about 7 years ago, and the one this one replaced was 8 years old.  Speed has come a long way in that time!Copying: Again, this was quite simple.  I especially like the easy on-screen options for dealing with two-sided originals and copies, allowing for all duplexing options without any additional fuss or difficulty.Faxing: Also a straightforward operation, there were a few points worthy of comment.  First, the fax self-configuration was great, and I appreciated the self-check during the setup process so that sending a 'test fax' to someone was not necessary.  Also, it worked fine with the AT&T U-Verse digital phone service -- not all fax devices play well with digital phone services, so this was very nice.  My mother-in-law also commented about how she appreciated that you can enter the destination fax number before inserting the document to be faxed into the feeder - a nice feature as the destination fax number is usually at the top of the front page, which is often hidden by the document feeder once inserted.Scanning: The network scanning was quite easy, and worked seamlessly - something not true of all network scan devices.  My previous experience had been that devices scanning over the network have some usability problems, and that they work best when connected directly to the computer.  No issues here, however - it worked great right out of the box with no physical connection to the computer.Driver: The included drivers on the CD-ROM worked just fine, as well as those downloaded from the HP website.  My one small complaint is that when auto-discovering the printer using Windows 7, Windows fails to install a usable driver.  The user must first go to the HP website, download an appropriate driver, then install the driver directly.  These extra steps were time-consuming and annoying - but not enough for me to deduct a star.Ink: The ink cartridges were very easy to insert and replace.  I particularly appreciate that they are simple units and don't have the tape-covered electrical contacts common on the older generation of cartridges which could sometimes come off during installation.Overall: I give this printer a strong recommendation, and 5 stars.  You may need to decide which model is best for you -- depending on pricing, the larger display of the 'Plus' model might not be worthwhile, and the price of the basic model is quite attractive.  For us and our given user, the larger display was key and worth the extra cost.  I'd buy one again!",
587,XX,B005O55U2Y,1,9,14,23-Jan-12,A166EHC0A8ZDX3,HATE IT!!!!!,"I hate this printer with a passion! It won't pick up cardstock paper and sometimes it doesn't like to pick up normal paper either. Oh, or envelopes. So when you are ready to print something...you can't! I'd be better off with a rock.",
588,XX,B005O55U2Y,5,1,2,23-Jan-12,A2LJZXAL97VQE2,perfect small office printer,"I was looking for a reasonably priced, economical to use, easy to set up wireless printer that worked right out of the box with my new Mac.  I found it with this printer.",
589,XX,B005O55U2Y,5,2,2,22-Jan-12,AYPXKHVHI49ID,Great personal Multi,"This thing does it all...Copying, copy on 2 sides, copy to computer file, auto feed for copy. fax, print in color or B&W, and print on both sides. I found this machine to do more than I had expected from my research.On the other hand, it does not print in as vivid colors as my HP Photosmart. So I am keeping the Photosmart for pictures and the 8600 for all other duties.While the 8600 has capability for wireless printing, you are not able to have both wireless to the printer and a wired network connection at the same time...no matter, I have it connected to my home network and use the wireless network connection to print with the 8600. Works great!I do worry that the whole thing is plastic, but what isn't today.All together, I got more than I expected and am very happy with the results so far.",
590,XX,B005O55U2Y,4,2,2,21-Jan-12,A16SAN16C0WTVA,A good printer--I really like it!,"This is the best all-in-one printer I've had so far.  It looks great, is fast and prints with excellent quality.  The only thing I wish it would do is print double-sided on legal paper.  I also would love to have a legal paper tray but that is the upgraded model and for $150 more I didn't think it was worth it.  All-in-all, I would recommend this printer.",
591,XX,B005O55U2Y,2,106,124,18-Jan-12,A2TPRO8P0LLQ8L,Awesome print and scan - Horrible fax,"We bought the OfficeJet 8600 Pro last weekend. The setup and configuration for the printer, scanner, and fax was simple and intuitive. The Google Cloud Printing setup was great and simple as well. Print and scan quality and usability are great. Overall, our initial experience was completely positive. A very annoying driver download is the 'HP Driver Utility' which installs a bunch of stuff you don't need. Avoid that at ALL costs!The really ugly wart for this product is the Fax utility and functionality. The only fax feature that works in the software is print to fax. There's no way to setup and configure a fax cover page (basic). It doesn't save the failed faxes, so you have to start over 100% every time. There's no addition and saving of contacts or integration to very common software, such as Outlook or Gmail Contacts. After four attempts and 3 configuration setting changes (on the device itself not through the software) we finally had a successful fax. But....no confirmation page was generated electronically or on paper. The Fax feature is a complete and total fail. Don't buy this if you ever want to fax. I don't even have the emotional energy to attempt scan to fax. Maybe someone else can give their experience.Seriously considering returning. Print = great. Scan = great. Fax = total fail. 66% functionality is not a passing grade.",
